"","YEAR","MONTH","DATE","SITE","TRANSECT","SP_CODE","AFDM","SCIENTIFIC_NAME","TAXON_CLASS","GROWTH_MORPH","COARSE_GROUPING"
"1359",2000,9,"2000-09-08","CARP",7,"COCA",0,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"1367",2000,9,"2000-09-08","CARP",7,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"1373",2000,9,"2000-09-08","CARP",7,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"1376",2000,9,"2000-09-08","CARP",7,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"1406",2000,9,"2000-09-08","CARP",7,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"1409",2000,9,"2000-09-08","CARP",7,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"1420",2000,9,"2000-09-08","CARP",7,"KEKE",1.60882948755955,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"1421",2000,9,"2000-09-08","CARP",7,"LA",0.097095606331925,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"1424",2000,9,"2000-09-08","CARP",7,"LIGL",9.73788970044588,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"1428",2000,9,"2000-09-08","CARP",7,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"1434",2000,9,"2000-09-08","CARP",7,"MECR",2.34468066726917,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"1435",2000,9,"2000-09-08","CARP",7,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"1443",2000,9,"2000-09-08","CARP",7,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"1446",2000,9,"2000-09-08","CARP",7,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"1448",2000,9,"2000-09-08","CARP",7,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"1449",2000,9,"2000-09-08","CARP",7,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"1450",2000,9,"2000-09-08","CARP",7,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"1454",2000,9,"2000-09-08","CARP",7,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"1455",2000,9,"2000-09-08","CARP",7,"PAPA",0,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"1457",2000,9,"2000-09-08","CARP",7,"PBL",5.40433898620549,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"1461",2000,9,"2000-09-08","CARP",7,"PGL",0.572967524997717,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"1462",2000,9,"2000-09-08","CARP",7,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"1471",2000,9,"2000-09-08","CARP",7,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"1479",2000,9,"2000-09-08","CARP",7,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"1480",2000,9,"2000-09-08","CARP",7,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"1501",2000,9,"2000-09-08","CARP",7,"SFL",19.8146314277464,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"1510",2000,9,"2000-09-08","CARP",7,"SPL",74.8620885446115,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"1522",2000,9,"2000-09-08","CARP",7,"TESP",0.160980493195655,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"1536",2000,9,"2000-09-08","CARP",8,"AML",0,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"1541",2000,9,"2000-09-08","CARP",8,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"1542",2000,9,"2000-09-08","CARP",8,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"1567",2000,9,"2000-09-08","CARP",8,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"1569",2000,9,"2000-09-08","CARP",8,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"1578",2000,9,"2000-09-08","CARP",8,"COCA",0,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"1586",2000,9,"2000-09-08","CARP",8,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"1592",2000,9,"2000-09-08","CARP",8,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"1595",2000,9,"2000-09-08","CARP",8,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"1625",2000,9,"2000-09-08","CARP",8,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"1628",2000,9,"2000-09-08","CARP",8,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"1639",2000,9,"2000-09-08","CARP",8,"KEKE",0.496577995436571,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"1640",2000,9,"2000-09-08","CARP",8,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"1643",2000,9,"2000-09-08","CARP",8,"LIGL",30.5304194596501,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"1647",2000,9,"2000-09-08","CARP",8,"LOGR",0.952710924797427,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"1653",2000,9,"2000-09-08","CARP",8,"MECR",2.50127477129595,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"1654",2000,9,"2000-09-08","CARP",8,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"1662",2000,9,"2000-09-08","CARP",8,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"1665",2000,9,"2000-09-08","CARP",8,"OCTO",0.111278591065889,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"1667",2000,9,"2000-09-08","CARP",8,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"1668",2000,9,"2000-09-08","CARP",8,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"1669",2000,9,"2000-09-08","CARP",8,"OPSP",0.019466786742978,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"1673",2000,9,"2000-09-08","CARP",8,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"1674",2000,9,"2000-09-08","CARP",8,"PAPA",0,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"1676",2000,9,"2000-09-08","CARP",8,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"1680",2000,9,"2000-09-08","CARP",8,"PGL",0.554067315724189,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"1681",2000,9,"2000-09-08","CARP",8,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"1690",2000,9,"2000-09-08","CARP",8,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"1698",2000,9,"2000-09-08","CARP",8,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"1699",2000,9,"2000-09-08","CARP",8,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"1720",2000,9,"2000-09-08","CARP",8,"SFL",6.29737284450937,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"1729",2000,9,"2000-09-08","CARP",8,"SPL",108.570300569122,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"1741",2000,9,"2000-09-08","CARP",8,"TESP",1.23436458549001,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"1755",2000,9,"2000-09-18","NAPL",1,"AML",0.768332182354463,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"1760",2000,9,"2000-09-18","NAPL",1,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"1761",2000,9,"2000-09-18","NAPL",1,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"1786",2000,9,"2000-09-18","NAPL",1,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"1788",2000,9,"2000-09-18","NAPL",1,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"1797",2000,9,"2000-09-18","NAPL",1,"COCA",0.0165700547716268,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"1805",2000,9,"2000-09-18","NAPL",1,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"1811",2000,9,"2000-09-18","NAPL",1,"CYSP",1.95136017572697,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"1814",2000,9,"2000-09-18","NAPL",1,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"1844",2000,9,"2000-09-18","NAPL",1,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"1847",2000,9,"2000-09-18","NAPL",1,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"1858",2000,9,"2000-09-18","NAPL",1,"KEKE",0.0561909670826303,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"1859",2000,9,"2000-09-18","NAPL",1,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"1862",2000,9,"2000-09-18","NAPL",1,"LIGL",0.684662233954967,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"1866",2000,9,"2000-09-18","NAPL",1,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"1872",2000,9,"2000-09-18","NAPL",1,"MECR",6.38165870180351,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"1873",2000,9,"2000-09-18","NAPL",1,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"1881",2000,9,"2000-09-18","NAPL",1,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"1884",2000,9,"2000-09-18","NAPL",1,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"1886",2000,9,"2000-09-18","NAPL",1,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"1887",2000,9,"2000-09-18","NAPL",1,"OPES",0.547284583586217,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"1888",2000,9,"2000-09-18","NAPL",1,"OPSP",0.0582349342281576,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"1892",2000,9,"2000-09-18","NAPL",1,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"1893",2000,9,"2000-09-18","NAPL",1,"PAPA",2.00989780870767,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"1895",2000,9,"2000-09-18","NAPL",1,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"1899",2000,9,"2000-09-18","NAPL",1,"PGL",1.65977804058288,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"1900",2000,9,"2000-09-18","NAPL",1,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"1909",2000,9,"2000-09-18","NAPL",1,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"1917",2000,9,"2000-09-18","NAPL",1,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"1918",2000,9,"2000-09-18","NAPL",1,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"1939",2000,9,"2000-09-18","NAPL",1,"SFL",51.12097106969,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"1948",2000,9,"2000-09-18","NAPL",1,"SPL",129.946329663515,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"1960",2000,9,"2000-09-18","NAPL",1,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"1974",2000,9,"2000-09-18","NAPL",2,"AML",0.143217549799902,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"1979",2000,9,"2000-09-18","NAPL",2,"APCA",1.01087743244383,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"1980",2000,9,"2000-09-18","NAPL",2,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"2005",2000,9,"2000-09-18","NAPL",2,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"2007",2000,9,"2000-09-18","NAPL",2,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"2016",2000,9,"2000-09-18","NAPL",2,"COCA",0,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"2024",2000,9,"2000-09-18","NAPL",2,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"2030",2000,9,"2000-09-18","NAPL",2,"CYSP",0.730435788445009,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"2033",2000,9,"2000-09-18","NAPL",2,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"2063",2000,9,"2000-09-18","NAPL",2,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"2066",2000,9,"2000-09-18","NAPL",2,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"2077",2000,9,"2000-09-18","NAPL",2,"KEKE",0.0795489354356795,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"2078",2000,9,"2000-09-18","NAPL",2,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"2081",2000,9,"2000-09-18","NAPL",2,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"2085",2000,9,"2000-09-18","NAPL",2,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"2091",2000,9,"2000-09-18","NAPL",2,"MECR",8.81804510211946,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"2092",2000,9,"2000-09-18","NAPL",2,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"2100",2000,9,"2000-09-18","NAPL",2,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"2103",2000,9,"2000-09-18","NAPL",2,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"2105",2000,9,"2000-09-18","NAPL",2,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"2106",2000,9,"2000-09-18","NAPL",2,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"2107",2000,9,"2000-09-18","NAPL",2,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"2111",2000,9,"2000-09-18","NAPL",2,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"2112",2000,9,"2000-09-18","NAPL",2,"PAPA",1.45484739574691,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"2114",2000,9,"2000-09-18","NAPL",2,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"2118",2000,9,"2000-09-18","NAPL",2,"PGL",2.44869633845021,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"2119",2000,9,"2000-09-18","NAPL",2,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"2128",2000,9,"2000-09-18","NAPL",2,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"2136",2000,9,"2000-09-18","NAPL",2,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"2137",2000,9,"2000-09-18","NAPL",2,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"2158",2000,9,"2000-09-18","NAPL",2,"SFL",51.0802028623233,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"2167",2000,9,"2000-09-18","NAPL",2,"SPL",104.803893635712,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"2179",2000,9,"2000-09-18","NAPL",2,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"2193",2000,9,"2000-09-18","NAPL",3,"AML",0.706318863835252,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"2198",2000,9,"2000-09-18","NAPL",3,"APCA",2.11523828050379,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"2199",2000,9,"2000-09-18","NAPL",3,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"2224",2000,9,"2000-09-18","NAPL",3,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"2226",2000,9,"2000-09-18","NAPL",3,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"2235",2000,9,"2000-09-18","NAPL",3,"COCA",0,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"2243",2000,9,"2000-09-18","NAPL",3,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"2249",2000,9,"2000-09-18","NAPL",3,"CYSP",1.54878407934163,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"2252",2000,9,"2000-09-18","NAPL",3,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"2282",2000,9,"2000-09-18","NAPL",3,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"2285",2000,9,"2000-09-18","NAPL",3,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"2296",2000,9,"2000-09-18","NAPL",3,"KEKE",0.265482205554686,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"2297",2000,9,"2000-09-18","NAPL",3,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"2300",2000,9,"2000-09-18","NAPL",3,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"2304",2000,9,"2000-09-18","NAPL",3,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"2310",2000,9,"2000-09-18","NAPL",3,"MECR",12.6994127202809,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"2311",2000,9,"2000-09-18","NAPL",3,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"2319",2000,9,"2000-09-18","NAPL",3,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"2322",2000,9,"2000-09-18","NAPL",3,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"2324",2000,9,"2000-09-18","NAPL",3,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"2325",2000,9,"2000-09-18","NAPL",3,"OPES",0.0330497828219618,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"2326",2000,9,"2000-09-18","NAPL",3,"OPSP",0.0641975739745461,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"2330",2000,9,"2000-09-18","NAPL",3,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"2331",2000,9,"2000-09-18","NAPL",3,"PAPA",0,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"2333",2000,9,"2000-09-18","NAPL",3,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"2337",2000,9,"2000-09-18","NAPL",3,"PGL",1.44246762118874,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"2338",2000,9,"2000-09-18","NAPL",3,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"2347",2000,9,"2000-09-18","NAPL",3,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"2355",2000,9,"2000-09-18","NAPL",3,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"2356",2000,9,"2000-09-18","NAPL",3,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"2377",2000,9,"2000-09-18","NAPL",3,"SFL",104.24106467444,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"2386",2000,9,"2000-09-18","NAPL",3,"SPL",118.771600942805,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"2398",2000,9,"2000-09-18","NAPL",3,"TESP",0.135076317841193,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"2412",2000,9,"2000-09-18","NAPL",4,"AML",2.13043107556371,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"2417",2000,9,"2000-09-18","NAPL",4,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"2418",2000,9,"2000-09-18","NAPL",4,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"2443",2000,9,"2000-09-18","NAPL",4,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"2445",2000,9,"2000-09-18","NAPL",4,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"2454",2000,9,"2000-09-18","NAPL",4,"COCA",0,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"2462",2000,9,"2000-09-18","NAPL",4,"CUKE",0.0638497589836609,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"2468",2000,9,"2000-09-18","NAPL",4,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"2471",2000,9,"2000-09-18","NAPL",4,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"2501",2000,9,"2000-09-18","NAPL",4,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"2504",2000,9,"2000-09-18","NAPL",4,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"2515",2000,9,"2000-09-18","NAPL",4,"KEKE",0,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"2516",2000,9,"2000-09-18","NAPL",4,"LA",0.00329646233251457,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"2519",2000,9,"2000-09-18","NAPL",4,"LIGL",0.393955051701528,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"2523",2000,9,"2000-09-18","NAPL",4,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"2529",2000,9,"2000-09-18","NAPL",4,"MECR",0,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"2530",2000,9,"2000-09-18","NAPL",4,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"2538",2000,9,"2000-09-18","NAPL",4,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"2541",2000,9,"2000-09-18","NAPL",4,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"2543",2000,9,"2000-09-18","NAPL",4,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"2544",2000,9,"2000-09-18","NAPL",4,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"2545",2000,9,"2000-09-18","NAPL",4,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"2549",2000,9,"2000-09-18","NAPL",4,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"2550",2000,9,"2000-09-18","NAPL",4,"PAPA",1.7527288112269,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"2552",2000,9,"2000-09-18","NAPL",4,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"2556",2000,9,"2000-09-18","NAPL",4,"PGL",0.446902238662984,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"2557",2000,9,"2000-09-18","NAPL",4,"PHL",1.26200828876849,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"2566",2000,9,"2000-09-18","NAPL",4,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"2574",2000,9,"2000-09-18","NAPL",4,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"2575",2000,9,"2000-09-18","NAPL",4,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"2596",2000,9,"2000-09-18","NAPL",4,"SFL",1.92831117577776,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"2605",2000,9,"2000-09-18","NAPL",4,"SPL",17.741377661293,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"2617",2000,9,"2000-09-18","NAPL",4,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"2631",2000,9,"2000-09-22","NAPL",5,"AML",0.829453696749811,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"2636",2000,9,"2000-09-22","NAPL",5,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"2637",2000,9,"2000-09-22","NAPL",5,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"2662",2000,9,"2000-09-22","NAPL",5,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
